matchid,team,innings,remaining_overs,remaining_wickets,runs.total
1000893,Australia,1,39,-20,1
1000893,Australia,1,39,-21,0
1000893,Australia,1,39,-21,1
1000893,Australia,1,39,-21,2
1000893,Australia,1,39,-21,2
1000893,Australia,1,38,-21,1
1000893,Australia,1,38,-22,0
1000893,Australia,1,38,-23,0
1000893,Australia,1,38,-23,1
1000893,Australia,1,38,-23,1
1000893,Australia,1,38,-23,1
1000893,Australia,1,37,-23,1
1000893,Australia,1,37,-24,0
1000893,Australia,1,37,-25,0
1000893,Australia,1,37,-25,1
1000893,Australia,1,37,-26,0
1000893,Australia,1,37,-27,0
1000893,Australia,1,36,-28,0
1000893,Australia,1,36,-28,1
1000893,Australia,1,36,-29,0
1000893,Australia,1,36,-29,1
1000893,Australia,1,36,-29,1
1000893,Australia,1,36,-29,1
1000893,Australia,1,35,-30,0
1000893,Australia,1,35,-30,1
1000893,Australia,1,35,-31,0
1000893,Australia,1,35,-31,1
1000893,Australia,1,35,-32,0
1000893,Australia,1,35,-32,1
1000893,Australia,1,35,-32,1
1000893,Australia,1,34,-33,0
1000893,Australia,1,34,-34,0
1000893,Australia,1,34,-35,0
1000893,Australia,1,34,-36,0
1000893,Australia,1,34,-36,1
1000893,Australia,1,34,-36,1
1000893,Australia,1,33,-37,0
1000893,Australia,1,33,-38,0
1000893,Australia,1,33,-38,4
1000893,Australia,1,33,-39,0
1000893,Australia,1,33,-39,1
1000893,Australia,1,33,-39,1
1000893,Australia,1,32,-39,1
1000893,Australia,1,32,-40,0
1000893,Australia,1,32,-40,1
1000893,Australia,1,32,-40,1
1000893,Australia,1,32,-40,1
1000893,Australia,1,32,-40,1
1000893,Australia,1,31,-40,1
1000893,Australia,1,31,-41,0
1000893,Australia,1,31,-42,0
1000893,Australia,1,31,-42,1
1000893,Australia,1,31,-43,0
1000893,Australia,1,31,-44,0
1000893,Australia,1,30,-44,1
1000893,Australia,1,30,-45,0
1000893,Australia,1,30,-46,0
1000893,Australia,1,30,-47,0
1000893,Australia,1,30,-48,0
1000893,Australia,1,30,-48,1
1000893,Australia,1,29,-49,0
1000893,Australia,1,29,-49,4
1000893,Australia,1,29,-49,3
1000893,Australia,1,29,-49,1
1000893,Australia,1,29,-50,0
1000893,Australia,1,29,-50,1
1000893,Australia,1,28,-51,0
1000893,Australia,1,28,-51,4
1000893,Australia,1,28,-51,4
1000893,Australia,1,28,-52,0
1000893,Australia,1,28,-52,2
1000893,Australia,1,28,-52,1
1000893,Australia,1,27,-52,1
1000893,Australia,1,27,-53,0
1000893,Australia,1,27,-54,0
1000893,Australia,1,27,-54,1
1000893,Australia,1,27,-54,1
1000893,Australia,1,27,-54,2
1000893,Australia,1,27,-54,1
1000893,Australia,1,26,-54,2
1000893,Australia,1,26,-54,1
1000893,Australia,1,26,-55,0
1000893,Australia,1,26,-55,1
1000893,Australia,1,26,-55,1
1000893,Australia,1,26,-55,4
1000893,Australia,1,25,-56,0
1000893,Australia,1,25,-56,1
1000893,Australia,1,25,-56,2
1000893,Australia,1,25,-56,1
1000893,Australia,1,25,-56,1
1000893,Australia,1,25,-56,1
1000893,Australia,1,24,-56,1
1000893,Australia,1,24,-56,1
1000893,Australia,1,24,-56,4
1000893,Australia,1,24,-56,1
1000893,Australia,1,24,-57,0
1000893,Australia,1,24,-58,0
1000893,Australia,1,23,-58,4
1000893,Australia,1,23,-58,1
1000893,Australia,1,23,-59,0
1000893,Australia,1,23,-59,1
1000893,Australia,1,23,-59,1
1000893,Australia,1,23,-60,0
1000893,Australia,1,22,-60,4
1000893,Australia,1,22,-61,0
1000893,Australia,1,22,-61,2
1000893,Australia,1,22,-62,0
1000893,Australia,1,22,-62,1
1000893,Australia,1,22,-62,1
1000893,Australia,1,21,-62,1
1000893,Australia,1,21,-63,0
1000893,Australia,1,21,-63,1
1000893,Australia,1,21,-63,3
1000893,Australia,1,21,-64,0
1000893,Australia,1,21,-65,0
1000893,Australia,1,20,-66,0
1000893,Australia,1,20,-67,0
1000893,Australia,1,20,-67,2
1000893,Australia,1,20,-67,1
1000893,Australia,1,20,-68,0
1000893,Australia,1,20,-69,0
1000893,Australia,1,19,-69,1
1000893,Australia,1,19,-69,1
1000893,Australia,1,19,-70,0
1000893,Australia,1,19,-70,4
1000893,Australia,1,19,-70,1
1000893,Australia,1,19,-71,0
1000893,Australia,1,18,-71,2
1000893,Australia,1,18,-72,0
1000893,Australia,1,18,-72,1
1000893,Australia,1,18,-72,1
1000893,Australia,1,18,-72,1
1000893,Australia,1,18,-72,1
1000893,Australia,1,17,-72,1
1000893,Australia,1,17,-72,1
1000893,Australia,1,17,-73,0
1000893,Australia,1,17,-73,1
1000893,Australia,1,17,-74,0
1000893,Australia,1,17,-74,2
1000893,Australia,1,16,-74,1
1000893,Australia,1,16,-74,6
1000893,Australia,1,16,-74,1
1000893,Australia,1,16,-74,2
1000893,Australia,1,16,-74,1
1000893,Australia,1,16,-74,1
1000893,Australia,1,15,-74,4
1000893,Australia,1,15,-75,0
1000893,Australia,1,15,-76,0
1000893,Australia,1,15,-76,1
1000893,Australia,1,15,-77,0
1000893,Australia,1,15,-78,0
1000893,Australia,1,14,-79,0
1000893,Australia,1,14,-79,1
1000893,Australia,1,14,-79,1
1000893,Australia,1,14,-80,0
1000893,Australia,1,14,-81,0
1000893,Australia,1,14,-82,0
1000893,Australia,1,13,-83,0
1000893,Australia,1,13,-84,0
1000893,Australia,1,13,-85,0
1000893,Australia,1,13,-85,5
1000893,Australia,1,13,-86,0
1000893,Australia,1,13,-87,0
1000893,Australia,1,12,-87,6
1000893,Australia,1,12,-87,1
1000893,Australia,1,12,-87,1
1000893,Australia,1,12,-87,2
1000893,Australia,1,12,-87,1
1000893,Australia,1,12,-88,0
1000893,Australia,1,11,-88,1
1000893,Australia,1,11,-89,0
1000893,Australia,1,11,-90,0
1000893,Australia,1,11,-90,1
1000893,Australia,1,11,-90,1
1000893,Australia,1,11,-90,1
1000893,Australia,1,10,-91,0
1000893,Australia,1,10,-91,1
1000893,Australia,1,10,-91,1
1000893,Australia,1,10,-91,1
1000893,Australia,1,10,-91,4
1000893,Australia,1,10,-91,4
1000893,Australia,1,9,-91,1
1000893,Australia,1,9,-91,2
1000893,Australia,1,9,-91,1
1000893,Australia,1,9,-91,1
1000893,Australia,1,9,-91,1
1000893,Australia,1,9,-91,6
1000893,Australia,1,8,-91,1
1000893,Australia,1,8,-91,1
1000893,Australia,1,8,-92,0
1000893,Australia,1,8,-92,1
1000893,Australia,1,8,-92,4
1000893,Australia,1,8,-92,1
1000893,Australia,1,7,-93,0
1000893,Australia,1,7,-93,1
1000893,Australia,1,7,-93,1
1000893,Australia,1,7,-93,6
1000893,Australia,1,7,-94,0
1000893,Australia,1,7,-94,2
1000893,Australia,1,6,-94,4
1000893,Australia,1,6,-94,1
1000893,Australia,1,6,-94,1
1000893,Australia,1,6,-94,4
1000893,Australia,1,6,-94,2
1000893,Australia,1,6,-94,2
1000893,Australia,1,5,-94,1
1000893,Australia,1,5,-94,2
1000893,Australia,1,5,-94,1
1000893,Australia,1,5,-94,6
1000893,Australia,1,5,-94,2
1000893,Australia,1,5,-94,1
1000893,Australia,1,4,-94,4
1000893,Australia,1,4,-94,6
1000893,Australia,1,4,-95,0
1000893,Australia,1,4,-95,1
1000893,Australia,1,4,-95,2
1000893,Australia,1,4,-96,0
1000893,Australia,1,3,-96,1
1000893,Australia,1,3,-96,1
1000893,Australia,1,3,-96,1
1000893,Australia,1,3,-96,1
1000893,Australia,1,3,-96,2
1000893,Australia,1,3,-96,2
1000893,Australia,1,2,-96,1
1000893,Australia,1,2,-96,4
1000893,Australia,1,2,-96,2
1000893,Australia,1,2,-97,0
1000893,Australia,1,2,-97,4
1000893,Australia,1,2,-97,4
1000893,Australia,1,1,-98,0
1000893,Australia,1,1,-98,4
1000893,Australia,1,1,-98,2
1000893,Australia,1,1,-98,4
1000893,Australia,1,1,-98,4
1000893,Australia,1,1,-99,0
1000893,Pakistan,2,50,9,0
1000893,Pakistan,2,50,8,0
1000893,Pakistan,2,50,7,0
1000893,Pakistan,2,50,7,3
1000893,Pakistan,2,50,7,4
1000893,Pakistan,2,50,7,4
1000893,Pakistan,2,49,6,0
1000893,Pakistan,2,49,6,4
1000893,Pakistan,2,49,5,0
1000893,Pakistan,2,49,4,0
1000893,Pakistan,2,49,3,0
1000893,Pakistan,2,49,2,0
1000893,Pakistan,2,48,1,0
1000893,Pakistan,2,48,0,0
1000893,Pakistan,2,48,0,2
1000893,Pakistan,2,48,0,4
1000893,Pakistan,2,48,-1,0
1000893,Pakistan,2,48,-2,0
1000893,Pakistan,2,47,-2,4
1000893,Pakistan,2,47,-3,0
1000893,Pakistan,2,47,-4,0
1000893,Pakistan,2,47,-4,1
1000893,Pakistan,2,47,-5,0
1000893,Pakistan,2,47,-6,0
1000893,Pakistan,2,46,-6,4
1000893,Pakistan,2,46,-6,1
1000893,Pakistan,2,46,-6,1
1000893,Pakistan,2,46,-7,0
1000893,Pakistan,2,46,-7,1
1000893,Pakistan,2,46,-8,0
1000893,Pakistan,2,46,-9,0
1000893,Pakistan,2,45,-9,6
1000893,Pakistan,2,45,-9,2
1000893,Pakistan,2,45,-10,0
1000893,Pakistan,2,45,-10,1
1000893,Pakistan,2,45,-10,1
1000893,Pakistan,2,45,-10,4
1000893,Pakistan,2,44,-11,0
1000893,Pakistan,2,44,-11,1
1000893,Pakistan,2,44,-12,0
1000893,Pakistan,2,44,-12,1
1000893,Pakistan,2,44,-13,0
1000893,Pakistan,2,44,-13,1
1000893,Pakistan,2,43,-14,0
1000893,Pakistan,2,43,-15,0
1000893,Pakistan,2,43,-16,0
1000893,Pakistan,2,43,-16,4
1000893,Pakistan,2,43,-16,1
1000893,Pakistan,2,43,-16,4
1000893,Pakistan,2,42,-17,0
1000893,Pakistan,2,42,-18,0
1000893,Pakistan,2,42,-18,4
1000893,Pakistan,2,42,-19,0
1000893,Pakistan,2,42,-19,3
1000893,Pakistan,2,42,-20,0
1000893,Pakistan,2,41,-20,1
1000893,Pakistan,2,41,-20,1
1000893,Pakistan,2,41,-21,0
1000893,Pakistan,2,41,-22,0
1000893,Pakistan,2,41,-23,0
1000893,Pakistan,2,41,-24,0
1000893,Pakistan,2,40,-25,0
1000893,Pakistan,2,40,-25,1
1000893,Pakistan,2,40,-26,0
1000893,Pakistan,2,40,-27,0
1000893,Pakistan,2,40,-28,0
1000893,Pakistan,2,40,-28,1
1000893,Pakistan,2,39,-28,1
1000893,Pakistan,2,39,-28,1
1000893,Pakistan,2,39,-28,1
1000893,Pakistan,2,39,-28,1
1000893,Pakistan,2,39,-29,0
1000893,Pakistan,2,39,-29,1
1000893,Pakistan,2,38,-29,1
1000893,Pakistan,2,38,-30,0
1000893,Pakistan,2,38,-31,0
1000893,Pakistan,2,38,-32,0
1000893,Pakistan,2,38,-32,4
1000893,Pakistan,2,38,-32,1
1000893,Pakistan,2,37,-33,0
1000893,Pakistan,2,37,-34,0
1000893,Pakistan,2,37,-34,6
1000893,Pakistan,2,37,-34,1
1000893,Pakistan,2,37,-35,0
1000893,Pakistan,2,37,-36,0
1000893,Pakistan,2,36,-36,1
1000893,Pakistan,2,36,-36,1
1000893,Pakistan,2,36,-36,1
1000893,Pakistan,2,36,-36,4
1000893,Pakistan,2,36,-36,4
1000893,Pakistan,2,36,-37,0
1000893,Pakistan,2,36,-38,0
1000893,Pakistan,2,35,-38,1
1000893,Pakistan,2,35,-38,6
1000893,Pakistan,2,35,-38,4
1000893,Pakistan,2,35,-38,4
1000893,Pakistan,2,35,-38,1
1000893,Pakistan,2,35,-38,1
1000893,Pakistan,2,34,-38,1
1000893,Pakistan,2,34,-39,0
1000893,Pakistan,2,34,-39,1
1000893,Pakistan,2,34,-39,1
1000893,Pakistan,2,34,-40,0
1000893,Pakistan,2,34,-40,1
1000893,Pakistan,2,33,-40,1
1000893,Pakistan,2,33,-40,1
1000893,Pakistan,2,33,-41,0
1000893,Pakistan,2,33,-41,1
1000893,Pakistan,2,33,-42,0
1000893,Pakistan,2,33,-43,0
1000893,Pakistan,2,32,-43,1
1000893,Pakistan,2,32,-43,6
1000893,Pakistan,2,32,-44,0
1000893,Pakistan,2,32,-44,1
1000893,Pakistan,2,32,-45,0
1000893,Pakistan,2,32,-45,1
1000893,Pakistan,2,31,-45,1
1000893,Pakistan,2,31,-45,3
1000893,Pakistan,2,31,-45,1
1000893,Pakistan,2,31,-46,0
1000893,Pakistan,2,31,-46,1
1000893,Pakistan,2,31,-47,0
1000893,Pakistan,2,30,-47,4
1000893,Pakistan,2,30,-48,0
1000893,Pakistan,2,30,-48,1
1000893,Pakistan,2,30,-48,1
1000893,Pakistan,2,30,-49,0
1000893,Pakistan,2,30,-50,0
1000893,Pakistan,2,29,-50,1
1000893,Pakistan,2,29,-50,1
1000893,Pakistan,2,29,-51,0
1000893,Pakistan,2,29,-52,0
1000893,Pakistan,2,29,-53,0
1000893,Pakistan,2,29,-53,1
1000893,Pakistan,2,28,-53,1
1000893,Pakistan,2,28,-54,0
1000893,Pakistan,2,28,-54,4
1000893,Pakistan,2,28,-54,1
1000893,Pakistan,2,28,-54,1
1000893,Pakistan,2,28,-55,0
1000893,Pakistan,2,27,-55,1
1000893,Pakistan,2,27,-55,1
1000893,Pakistan,2,27,-55,1
1000893,Pakistan,2,27,-55,1
1000893,Pakistan,2,27,-55,1
1000893,Pakistan,2,27,-55,4
1000893,Pakistan,2,26,-56,0
1000893,Pakistan,2,26,-57,0
1000893,Pakistan,2,26,-57,1
1000893,Pakistan,2,26,-57,1
1000893,Pakistan,2,26,-58,0
1000893,Pakistan,2,26,-59,0
1000893,Pakistan,2,25,-59,1
1000893,Pakistan,2,25,-60,0
1000893,Pakistan,2,25,-61,0
1000893,Pakistan,2,25,-62,0
1000893,Pakistan,2,25,-62,1
1000893,Pakistan,2,25,-63,0
1000893,Pakistan,2,24,-63,1
1000893,Pakistan,2,24,-64,0
1000893,Pakistan,2,24,-64,1
1000893,Pakistan,2,24,-64,2
1000893,Pakistan,2,24,-65,0
1000893,Pakistan,2,24,-65,4
1000893,Pakistan,2,23,-66,0
1000893,Pakistan,2,23,-67,0
1000893,Pakistan,2,23,-67,1
1000893,Pakistan,2,23,-68,0
1000893,Pakistan,2,23,-68,1
1000893,Pakistan,2,23,-69,0
1000893,Pakistan,2,22,-70,0
1000893,Pakistan,2,22,-71,0
1000893,Pakistan,2,22,-71,1
1000893,Pakistan,2,22,-71,1
1000893,Pakistan,2,22,-71,2
1000893,Pakistan,2,22,-72,0
1000893,Pakistan,2,21,-73,0
1000893,Pakistan,2,21,-73,1
1000893,Pakistan,2,21,-74,0
1000893,Pakistan,2,21,-75,0
1000893,Pakistan,2,21,-75,1
1000893,Pakistan,2,21,-76,0
1000893,Pakistan,2,20,-77,0
1000893,Pakistan,2,20,-78,0
1000893,Pakistan,2,20,-78,1
1000893,Pakistan,2,20,-79,0
1000893,Pakistan,2,20,-79,1
1000893,Pakistan,2,20,-80,0
1000893,Pakistan,2,19,-80,1
1000893,Pakistan,2,19,-80,1
1000893,Pakistan,2,19,-80,1
1000893,Pakistan,2,19,-80,1
1000893,Pakistan,2,19,-80,1
1000893,Pakistan,2,19,-80,1
1000893,Pakistan,2,18,-81,0
1000893,Pakistan,2,18,-81,1
1000893,Pakistan,2,18,-81,2
1000893,Pakistan,2,18,-82,0
1000893,Pakistan,2,18,-82,1
1000893,Pakistan,2,18,-83,0
1000893,Pakistan,2,17,-83,1
1000893,Pakistan,2,17,-83,1
1000893,Pakistan,2,17,-83,1
1000893,Pakistan,2,17,-84,0
1000893,Pakistan,2,17,-84,3
1000893,Pakistan,2,17,-85,0
1000893,Pakistan,2,16,-85,1
1000893,Pakistan,2,16,-85,2
1000893,Pakistan,2,16,-85,1
1000893,Pakistan,2,16,-86,0
1000893,Pakistan,2,16,-86,1
1000893,Pakistan,2,16,-87,0
1000893,Pakistan,2,15,-88,0
1000893,Pakistan,2,15,-88,1
1000893,Pakistan,2,15,-88,2
1000893,Pakistan,2,15,-88,6
1000893,Pakistan,2,15,-89,0
1000893,Pakistan,2,15,-89,1
1000893,Pakistan,2,14,-90,0
1000893,Pakistan,2,14,-91,0
1000893,Pakistan,2,14,-92,0
1000893,Pakistan,2,14,-92,1
1000893,Pakistan,2,14,-92,1
1000893,Pakistan,2,14,-93,0
1000893,Pakistan,2,14,-93,1
1000893,Pakistan,2,14,-94,0
1000893,Pakistan,2,13,-94,1
1000893,Pakistan,2,13,-95,0
1000893,Pakistan,2,13,-95,2
1000893,Pakistan,2,13,-96,0
1000893,Pakistan,2,13,-97,0
1000893,Pakistan,2,13,-97,4
1000893,Pakistan,2,12,-98,0
1000893,Pakistan,2,12,-98,1
1000893,Pakistan,2,12,-99,0
1000893,Pakistan,2,12,-99,1
1000893,Pakistan,2,12,-99,1
1000893,Pakistan,2,12,-100,0
1000893,Pakistan,2,11,-100,4
1000893,Pakistan,2,11,-100,2
1000893,Pakistan,2,11,-100,1
1000893,Pakistan,2,11,-100,1
1000893,Pakistan,2,11,-100,4
1000893,Pakistan,2,11,-100,1
1000893,Pakistan,2,10,-100,1
1000893,Pakistan,2,10,-100,2
1000893,Pakistan,2,10,-101,0
1000893,Pakistan,2,10,-101,1
1000893,Pakistan,2,10,-101,1
1000893,Pakistan,2,10,-102,0
1000893,Pakistan,2,9,-102,1
1000893,Pakistan,2,9,-103,0
1000893,Pakistan,2,9,-103,4
1000893,Pakistan,2,9,-104,0
1000893,Pakistan,2,9,-105,0
1000893,Pakistan,2,9,-105,1
1000893,Pakistan,2,8,-106,0
1000893,Pakistan,2,8,-106,1
1000893,Pakistan,2,8,-106,4
1000893,Pakistan,2,8,-106,2
1000893,Pakistan,2,8,-106,1
1000893,Pakistan,2,8,-106,1
1000893,Pakistan,2,7,-106,2
1000893,Pakistan,2,7,-106,2
1000893,Pakistan,2,7,-106,1
1000893,Pakistan,2,7,-107,0
1000893,Pakistan,2,7,-108,0
1000895,Australia,1,50,10,1
1000895,Australia,1,50,9,0
1000895,Australia,1,50,8,0
1000895,Australia,1,50,7,0
1000895,Australia,1,50,6,0
1000895,Australia,1,50,5,0
1000895,Australia,1,49,4,0
1000895,Australia,1,49,4,1
1000895,Australia,1,49,3,0
1000895,Australia,1,49,3,1
1000895,Australia,1,49,3,4
1000895,Australia,1,49,3,1
1000895,Australia,1,48,3,1
1000895,Australia,1,48,2,0
1000895,Australia,1,48,1,0
1000895,Australia,1,48,1,1
1000895,Australia,1,48,0,0
1000895,Australia,1,48,0,1
1000895,Australia,1,47,0,1
1000895,Australia,1,47,-1,0
1000895,Australia,1,47,-1,1
1000895,Australia,1,47,-1,1
1000895,Australia,1,47,-1,1
1000895,Australia,1,47,-1,4
1000895,Australia,1,46,-2,0
1000895,Australia,1,46,-2,4
1000895,Australia,1,46,-2,1
1000895,Australia,1,46,-2,2
1000895,Australia,1,46,-3,0
1000895,Australia,1,46,-3,2
1000895,Australia,1,45,-4,0
1000895,Australia,1,45,-5,0
1000895,Australia,1,45,-6,0
1000895,Australia,1,45,-6,4
1000895,Australia,1,45,-7,0
1000895,Australia,1,45,-8,0
1000895,Australia,1,44,-9,0
1000895,Australia,1,44,-9,2
1000895,Australia,1,44,-9,4
1000895,Australia,1,44,-10,0
1000895,Australia,1,44,-11,0
1000895,Australia,1,44,-11,3
1000895,Australia,1,43,-11,4
1000895,Australia,1,43,-12,0
1000895,Australia,1,43,-13,0
1000895,Australia,1,43,-13,2
1000895,Australia,1,43,-13,1
1000895,Australia,1,43,-14,0
1000895,Australia,1,42,-15,0
1000895,Australia,1,42,-16,0
1000895,Australia,1,42,-16,1
1000895,Australia,1,42,-16,4
1000895,Australia,1,42,-17,0
1000895,Australia,1,42,-18,0
1000895,Australia,1,41,-19,0
1000895,Australia,1,41,-19,1
1000895,Australia,1,41,-19,3
1000895,Australia,1,41,-19,4
1000895,Australia,1,41,-19,4
1000895,Australia,1,41,-19,2
1000895,Australia,1,40,-20,0
1000895,Australia,1,40,-21,0
1000895,Australia,1,40,-22,0
1000895,Australia,1,40,-23,0
1000895,Australia,1,40,-23,1
1000895,Australia,1,40,-23,4
1000895,Australia,1,39,-24,0
1000895,Australia,1,39,-24,1
1000895,Australia,1,39,-25,0
1000895,Australia,1,39,-25,1
1000895,Australia,1,39,-25,1
1000895,Australia,1,39,-25,4
1000895,Australia,1,38,-25,1
1000895,Australia,1,38,-25,1
1000895,Australia,1,38,-26,0
1000895,Australia,1,38,-26,1
1000895,Australia,1,38,-27,0
1000895,Australia,1,38,-28,0
1000895,Australia,1,37,-29,0
1000895,Australia,1,37,-30,0
1000895,Australia,1,37,-31,0
1000895,Australia,1,37,-31,1
1000895,Australia,1,37,-32,0
1000895,Australia,1,37,-32,1
1000895,Australia,1,36,-33,0
1000895,Australia,1,36,-33,1
1000895,Australia,1,36,-33,2
1000895,Australia,1,36,-34,0
1000895,Australia,1,36,-34,1
1000895,Australia,1,36,-34,1
1000895,Australia,1,35,-34,1
1000895,Australia,1,35,-35,0
1000895,Australia,1,35,-36,0
1000895,Australia,1,35,-37,0
1000895,Australia,1,35,-37,1
1000895,Australia,1,35,-38,0
1000895,Australia,1,34,-39,0
1000895,Australia,1,34,-40,0
1000895,Australia,1,34,-40,1
1000895,Australia,1,34,-41,0
1000895,Australia,1,34,-42,0
1000895,Australia,1,34,-43,0
1000895,Australia,1,33,-44,0
1000895,Australia,1,33,-44,1
1000895,Australia,1,33,-44,4
1000895,Australia,1,33,-45,0
1000895,Australia,1,33,-46,0
1000895,Australia,1,33,-47,0
1000895,Australia,1,32,-47,1
1000895,Australia,1,32,-47,6
1000895,Australia,1,32,-48,0
1000895,Australia,1,32,-49,0
1000895,Australia,1,32,-50,0
1000895,Australia,1,32,-50,6
1000895,Australia,1,31,-50,1
1000895,Australia,1,31,-50,1
1000895,Australia,1,31,-51,0
1000895,Australia,1,31,-51,4
1000895,Australia,1,31,-51,1
1000895,Australia,1,31,-51,1
1000895,Australia,1,30,-51,1
1000895,Australia,1,30,-52,0
1000895,Australia,1,30,-52,1
1000895,Australia,1,30,-52,4
1000895,Australia,1,30,-52,5
1000895,Australia,1,30,-53,0
1000895,Australia,1,29,-53,4
1000895,Australia,1,29,-54,0
1000895,Australia,1,29,-54,1
1000895,Australia,1,29,-54,1
1000895,Australia,1,29,-54,1
1000895,Australia,1,29,-54,1
1000895,Australia,1,28,-55,0
1000895,Australia,1,28,-56,0
1000895,Australia,1,28,-56,2
1000895,Australia,1,28,-57,0
1000895,Australia,1,28,-58,0
1000895,Australia,1,28,-59,0
1000895,Australia,1,27,-59,1
1000895,Australia,1,27,-59,1
1000895,Australia,1,27,-60,0
1000895,Australia,1,27,-61,0
1000895,Australia,1,27,-61,1
1000895,Australia,1,27,-61,4
1000895,Australia,1,26,-62,0
1000895,Australia,1,26,-63,0
1000895,Australia,1,26,-64,0
1000895,Australia,1,26,-64,1
1000895,Australia,1,26,-64,1
1000895,Australia,1,26,-64,1
1000895,Australia,1,25,-64,1
1000895,Australia,1,25,-65,0
1000895,Australia,1,25,-65,1
1000895,Australia,1,25,-66,0
1000895,Australia,1,25,-66,2
1000895,Australia,1,25,-66,1
1000895,Australia,1,24,-66,1
1000895,Australia,1,24,-67,0
1000895,Australia,1,24,-68,0
1000895,Australia,1,24,-68,4
1000895,Australia,1,24,-68,1
1000895,Australia,1,24,-68,4
1000895,Australia,1,23,-69,0
1000895,Australia,1,23,-69,4
1000895,Australia,1,23,-70,0
1000895,Australia,1,23,-70,6
1000895,Australia,1,23,-70,1
1000895,Australia,1,23,-71,0
1000895,Australia,1,22,-71,1
1000895,Australia,1,22,-71,4
1000895,Australia,1,22,-71,4
1000895,Australia,1,22,-72,0
1000895,Australia,1,22,-72,2
1000895,Australia,1,22,-72,1
1000895,Australia,1,21,-72,1
1000895,Australia,1,21,-72,1
1000895,Australia,1,21,-72,1
1000895,Australia,1,21,-72,4
1000895,Australia,1,21,-72,1
1000895,Australia,1,21,-73,0
1000895,Australia,1,20,-73,1
1000895,Australia,1,20,-73,2
1000895,Australia,1,20,-73,4
1000895,Australia,1,20,-73,1
1000895,Australia,1,20,-73,1
1000895,Australia,1,20,-74,0
1000895,Australia,1,19,-74,1
1000895,Australia,1,19,-74,1
1000895,Australia,1,19,-75,0
1000895,Australia,1,19,-76,0
1000895,Australia,1,19,-76,1
1000895,Australia,1,19,-77,0
1000895,Australia,1,18,-77,1
1000895,Australia,1,18,-77,1
1000895,Australia,1,18,-77,2
1000895,Australia,1,18,-77,1
1000895,Australia,1,18,-77,2
1000895,Australia,1,18,-78,0
1000895,Australia,1,17,-78,1
1000895,Australia,1,17,-78,1
1000895,Australia,1,17,-79,0
1000895,Australia,1,17,-80,0
1000895,Australia,1,17,-80,2
1000895,Australia,1,17,-80,3
1000895,Australia,1,16,-80,1
1000895,Australia,1,16,-80,4
1000895,Australia,1,16,-80,6
1000895,Australia,1,16,-80,4
1000895,Australia,1,16,-80,2
1000895,Australia,1,16,-80,1
1000895,Australia,1,15,-80,1
1000895,Australia,1,15,-80,1
1000895,Australia,1,15,-81,0
1000895,Australia,1,15,-81,1
1000895,Australia,1,15,-82,0
1000895,Australia,1,15,-82,2
1000895,Australia,1,14,-82,1
1000895,Australia,1,14,-83,0
1000895,Australia,1,14,-84,0
1000895,Australia,1,14,-84,1
1000895,Australia,1,14,-85,0
1000895,Australia,1,14,-85,1
1000895,Australia,1,13,-85,4
1000895,Australia,1,13,-85,1
1000895,Australia,1,13,-85,2
1000895,Australia,1,13,-86,0
1000895,Australia,1,13,-86,1
1000895,Australia,1,13,-86,6
1000895,Australia,1,12,-87,0
1000895,Australia,1,12,-87,4
1000895,Australia,1,12,-88,0
1000895,Australia,1,12,-88,1
1000895,Australia,1,12,-88,1
1000895,Australia,1,12,-89,0
1000895,Australia,1,11,-90,0
1000895,Australia,1,11,-90,1
1000895,Australia,1,11,-91,0
1000895,Australia,1,11,-91,1
1000895,Australia,1,11,-92,0
1000895,Australia,1,11,-93,0
1000895,Australia,1,10,-93,1
1000895,Australia,1,10,-94,0
1000895,Australia,1,10,-94,6
1000895,Australia,1,10,-94,1
1000895,Australia,1,10,-94,1
1000895,Australia,1,10,-94,1
1000895,Australia,1,9,-94,4
1000895,Australia,1,9,-94,1
1000895,Australia,1,9,-95,0
1000895,Australia,1,9,-96,0
1000895,Australia,1,9,-96,4
1000895,Australia,1,9,-97,0
1000895,Australia,1,9,-97,1
1000895,Australia,1,9,-98,0
1000895,Australia,1,8,-98,1
1000895,Australia,1,8,-98,1
1000895,Australia,1,8,-98,6
1000895,Australia,1,8,-99,0
1000895,Australia,1,8,-99,1
1000895,Australia,1,8,-99,1
1000895,Australia,1,8,-99,1
1000895,Australia,1,7,-99,1
1000895,Australia,1,7,-99,1
1000895,Australia,1,7,-99,6
1000895,Australia,1,7,-99,1
1000895,Australia,1,7,-99,4
1000895,Australia,1,7,-99,1
1000895,Australia,1,7,-99,4
1000895,Australia,1,6,-99,2
1000895,Australia,1,6,-99,2
1000895,Australia,1,6,-99,1
1000895,Australia,1,6,-100,0
1000895,Australia,1,6,-101,0
1000895,Australia,1,6,-101,2
1000895,Australia,1,5,-101,1
1000895,Australia,1,5,-101,1
1000895,Australia,1,5,-101,4
1000895,Australia,1,5,-101,1
1000895,Australia,1,5,-101,1
1000895,Australia,1,5,-101,2
1000895,Australia,1,5,-102,0
1000895,Australia,1,4,-102,1
1000895,Australia,1,4,-103,0
1000895,Australia,1,4,-103,6
1000895,Australia,1,4,-104,0
1000895,Australia,1,4,-105,0
1000895,Australia,1,4,-105,1
1000895,Australia,1,4,-105,1
1000895,Australia,1,3,-105,1
1000895,Australia,1,3,-105,1
